,road_name,gender
4964,Veer straat,male
4965,Veeteelt straat,null
4966,Vega straat,female
4967,Velazquez straat,male
4968,Veldbies straat,null
4969,Veldzicht,null
4970,Velser weg,null
4971,Verlengde Rijn kade,null
4972,Voetboog straat,null
4973,Veluwe laan,male
4974,Vendel straat,male
4975,Venetië Hof,null
4976,Venetië Straat,null
4977,Venhuizen straat,null
4978,Vennepluim straat,null
4979,Venser kade,male
4980,Venser pad,male
4981,Venters pad,null
4982,Verbindingsdam,null
4983,Verbinding straat,null
4984,Verdi straat,male
4985,Verdraagzaam,null
4986,Vergeet Mij Niet,null
4987,Verlengd Buitenveer,null
4988,Vijfde Vogel straat,null
4989,Vijgepeer pad,null
4990,Verlengde Stelling weg,null
4991,Verleun straat,null
4992,Veronese plantsoen,female
4993,Veronese straat,female
4994,Vertrouwen,null
4995,Ververs straat,null
4996,Vervooren straat,null
4997,Vespucci straat,male
4998,Vianen straat,null
4999,Victor Rutgers straat,male
5000,Victorie plein,female
5001,Vier Heemskinderensluis,female
5002,Vier Heemskinderen straat,female
5003,Vierde Vogel straat,null
5004,Vierhuysen,null
5005,Viermaster straat,null
5006,Vierwindendwars straat,null
5007,Vierwinden straat,null
5008,Vijverhoef,null
5009,Vijzel gracht,null
5010,Vijzel straat,null
5011,Viking pad,male
5012,Vilvoorde straat,null
5013,Vincent Van Gogh straat,male
5014,Vingbooms brug,null
5015,Vinken laan,male
5016,Vinken straat,male
5017,Violen laan,female
5018,Violette Cornelius hof,female
5019,Violetten straat,null
5020,Virgo hof,male
5021,Vishoeker pad,null
5022,Viveporten straat,null
5023,Voc- Kade,male
5024,Vlaardingen laan,null
5025,Vlaggemast,null
5026,Vlakker weg,null
5027,Vleuten straat,null
5028,Vliegende steeg,male
5029,Vliegtuig straat,null
5030,Vlieland straat,male
5031,Vlier weg,null
5032,Vliet straat,null
5033,Vlimmeren straat,null
5034,Vlonder pad,null
5035,Vlothaven weg,null
5036,Vluchthaven brug,null
5037,Vluchtladder straat,null
5038,Vogelenzang straat,null
5039,Vogel kade,male
5040,Vogel plantsoen,male
5041,Vogel plein,male
5042,Vogel singel,male
5043,Volendammer weg,null
5044,Volewijks hof,null
5045,Volharding,null
5046,Volkerak straat,null
5047,Volta plein,male
5048,Volta straat,male
5049,Von Guericke straat,male
5050,Von Humboldt straat,male
5051,Von Liebig pad,male
5052,Von Liebig weg,male
5053,Von Zesen straat,male
5054,Vondel brug,male
5055,Vondelkerk straat,null
5056,Vossius straat,null
5057,Vredeman De Vries straat,null
5058,Vredenburger brug,null
5059,Vredenburger steeg,null
5060,Vondel park,male
5061,Vondel straat,male
5062,Voorburg straat,null
5063,Voordek,null
5064,Voordewind,null
5065,Voorgrift,null
5066,Wam berg,male
5067,Voorland pad,null
5068,Voormalige Gedempte Huidenvettersloot,null
5069,Voormalige Stadstimmertuin,null
5070,Voorne straat,null
5071,Voorsteven,null
5072,Voorthuizen straat,null
5073,Vorselaar straat,null
5074,Vorticella weg,null
5075,Vosmaer straat,null
5076,Vossenbes straat,null
5077,Wamel plein,null
5078,Vredenhof pad,null
5079,Vredenhof weg,null
5080,Vreedenhaven,null
5081,Vreeland plein,male
5082,Vreeswijk pad,null
5083,Vriesseveem,null
5084,Vrij burg,male
5085,Vrije Geer,null
5086,Vrijheids laan,null
5087,Vrijheit Blijheit pad,null
5088,Vrijzicht,null
5089,Vroegop plein,null
5090,Vrolik straat,null
5091,Vrouwengeluk hof,null
5092,Vrouwenmantel straat,null
5093,Vu Medisch Centrum,null
5094,Vuile Wees pad,null
5095,Vumc Hoofdingang,null
5096,Vuurwerker plantsoen,null
5097,VäTtern kade,null
5098,W.A. Meelhuysen brug,null
5099,W.J. Bijleveld straat,null
5100,W.J. Knoop straat,null
5101,W.L. Penning straat,null
5102,Waagdrager hof,null
5103,Waaigat,null
5104,Waalenburg singel,null
5105,Waalseiland brug,null
5106,Waal straat,female
5107,Wachterlied plantsoen,null
5108,Wadden dijk,null
5109,Wamel straat,null
5110,Wandel pad Door Ondergrondse Fietsenstalling,male
5111,Wadden weg,null
5112,Wagenaar straat,null
5113,Wageningen dreef,null
5114,Wagen straat,male
5115,Wakker straat,null
5116,Walcheren straat,null
5117,Waldeck Pyrmont laan,male
5118,Walden laan,male
5119,Wallestein,male
5120,Wally Moes pad,male
5121,Walmolen,null
5122,Walraven Van Hall weg,null
5123,Walvisvaart,null
5124,Wanne pad,female
5125,Wanning straat,female
5126,Wapen Van Delft steeg,male
5127,Ward Bingley straat,male
5128,Waregem straat,null
5129,Warmoes straat,null
5130,Warmond straat,null
5131,Warnsborn,null
5132,Water baan,female
5133,Watergangse weg,null
5134,Waterkering pad,null
5135,Waterkering weg,null
5136,Waterkers weg,null
5137,Waterland plein,male
5138,Waterlelie gracht,null
5139,Waterloop,null
5140,Waterloo plein,male
5141,Watermaal pad,null
5142,Waterman straat,male
5143,Watermolen,null
5144,Waterpoort steeg,null
5145,Waterpoort weg,null
5146,Waterrijk weg,null
5147,Waterschap straat,null
5148,Water steeg,female
5149,Watertoren plein,null
5150,Waterval plein,null
5151,Watervoort,null
5152,Watteau straat,male
5153,Waver straat,male
5154,Wedderborg,null
5155,Wederik pad,male
5156,Weegbree straat,null
5157,Weegschaal hof,null
5158,Weena hof,female
5159,Weerdestein,null
5160,Weersloot pad,null
5161,Weesper plein,null
5162,Weesper straat,null
5163,Wester park,male
5164,Weesperzijde,null
5165,Weide straat,male
5166,Weissenbruch straat,null
5167,Weissen singel,null
5168,Weissman straat,null
5169,Welna straat,female
5170,Welsumer straat,null
5171,Wembley laan,male
5172,Wenslauer straat,null
5173,Wester straat,male
5174,Weren gouw,male
5175,Werf straat,null
5176,Werkendam straat,null
5177,Werkhoven straat,null
5178,Werkspoor brug,null
5179,Werktuig straat,null
5180,Wervershoof straat,null
5181,Wessel Gansfort straat,male
5182,Wessel Ilcken straat,male
5183,West,male
5184,Westbroek plein,null
5185,Westbroek straat,null
5186,Westeinde,null
5187,Westerlengte,null
5188,Westermarkt,null
5189,Westertoegang,null
5190,Westerwolde straat,null
5191,Westelijke Merwedekanaal dijk,null
5192,Westerdoks dijk,null
5193,Westerdoks kade,null
5194,Westerdoks plein,null
5195,Westerduinen straat,null
5196,Westergas brug,null
5197,Westerhoofd,null
5198,Wester kade,male
5199,Westerkogge straat,null
5200,Westhaven weg,male
5201,Westland gracht,male
5202,Westland pad,male
5203,Willem Van Konijnenburg straat,male
5204,Westmalle pad,null
5205,Westpoort weg,null
5206,Wethouder Insinger straat,male
5207,Wethouder Ram straat,male
5208,Wethouder Seegers plein,male
5209,Willems brug,male
5210,Westrand weg,male
5211,Westtunnel,null
5212,Westwouder straat,null
5213,Westzaan straat,null
5214,Wetenschap brug,null
5215,Wetering laan,null
5216,Wetering plein,null
5217,Willem Van Weldamme laan,male
5218,Weteringschans,null
5219,Wetering straat,null
5220,Weth Serrurier straat,male
5221,Wethouder Abrahams pad,male
5222,Wethouder De Roos plein,male
5223,Wethouder De Vries plantsoen,male
5224,Wethouder Den Hertog straat,male
5225,Wethouder Driessen straat,male
5226,Wethouder Ed. Polak straat,male
5227,Wethouder Franke weg,male
5228,Wethouder In 'T Veld straat,male
5229,Willem Witsen straat,male
5230,Wethouder Serrurier straat,male
5231,Wethouder Steinmetz straat,male
5232,Wethouder Tabak straat,male
5233,Wethouder Van Essen weg,male
5234,Wethouder Van Wijck straat,male
5235,Wethouder Vos pad,male
5236,Wethouder Wierdels straat,male
5237,Wevelgem straat,null
5238,Wevelswale pad,null
5239,Wg- Plein,null
5240,Wiardi Beckman straat,male
5241,Wibaut hof,null
5242,Willem Schermerhorn straat,male
5243,Willem Schouten straat,male
5244,Willem Theunisse Blok straat,male
5245,Wibaut straat,null
5246,Wiborgeiland,null
5247,Wichers straat,null
5248,Wieg brug,null
5249,Wielewaal straat,null
5250,Wielingen straat,null
5251,Wiellader straat,null
5252,Wierde straat,null
5253,Wieringerwaard straat,null
5254,Wigbolt Ripperda straat,null
5255,Wijde Ekstergang,null
5256,Wijde Hei steeg,null
5257,Wijde Kapel steeg,null
5258,Wijde Kerk steeg,null
5259,Wijde Lombard steeg,null
5260,Wijdegang,null
5261,Wijdenesser straat,null
5262,Wijde steeg,null
5263,Wijen burg,null
5264,Wijker gouw,null
5265,Wijmarkt hof,null
5266,Wijnand Nuijen straat,male
5267,Wijnkers straat,null
5268,Wijnsilopassage,null
5269,Wijnsilo straat,null
5270,Willem Van Hembyze straat,male
5271,Wijsent kade,null
5272,Wijsmuller straat,null
5273,Wijttenbach straat,null
5274,Wil De Graaff brug,male
5275,Wilco Jiskoot pad,male
5276,Wildeman,male
5277,Wildenborch,null
5278,Wildrijk straat,null
5279,Wilgen weg,male
5280,Wilhelmina Bladergroen straat,female
5281,Wilhelmina Blomberg plein,female
5282,Wilhelmina Drucker straat,female
5283,Wilhelmina plantsoen,female
5284,Wilhelmina straat,female
5285,Wilhelmus Leemans straat,male
5286,Willaert straat,male
5287,Willebroek straat,null
5288,Willem Augustin straat,male
5289,Willem Baerdesen straat,male
5290,Willem Bartjens hof,male
5291,Willem Bouwhuis pad,male
5292,Willem De Zwijger laan,male
5293,Willem Drees plantsoen,male
5294,Willem Fenenga straat,male
5295,Willem Frederik Hermans brug,male
5296,Willem Frederik Hermans straat,male
5297,Willem Gerrese pad,male
5298,Willem Gertenbach straat,male
5299,Willem Heselaars straat,male
5300,Willem Kes straat,male
5301,Willem Kloos straat,male
5302,Willem Kraan straat,male
5303,Willem Kromhout straat,male
5304,Willem Landré Straat,male
5305,Willem Leevend straat,male
5306,Willem Molengraaff straat,male
5307,Willem Moll hof,male
5308,Willem Mulier hof,male
5309,Willem Nakken straat,male
5310,Willem Noorlander kade,male
5311,Willem Paap hof,male
5312,Willem Parel straat,male
5313,Willem Passtoors straat,male
5314,Willem Pijper straat,male
5315,Willem Roelofs straat,male
5316,Willem Royaards straat,male
5317,Willemskerke straat,null
5318,Willemspark weg,null
5319,Willems straat,male
5320,Willeskop straat,null
5321,William Booth straat,male
5322,Willink laan,null
5323,Willy Den Ouden brug,male
5324,Willy La Croix straat,male
5325,Willy Mullens kade,male
5326,Willy PéTillon straat,male
5327,Willy Sluiter straat,male
5328,Wilmkebreek pad,null
5329,Wiltzangh laan,null
5330,Wim Ibo brug,male
5331,Wim Van Est laan,male
5332,Windau brug,null
5333,Windroos kade,null
5334,Windroos plein,null
5335,Windtunnel kade,null
5336,Woestduin straat,null
5337,Wingerd weg,null
5338,Winkler Prins hof,male
5339,Winterdijk straat,null
5340,Winterjan pad,null
5341,Winter straat,female
5342,Winthont straat,null
5343,Wisby brug,male
5344,Wismar brug,male
5345,Wisseloord plein,null
5346,Wissel straat,male
5347,Wisselwerking,null
5348,Witbol straat,null
5349,Withoedenveem,null
5350,Witte Boog brug,male
5351,Witte De With plein,male
5352,Witte De With straat,male
5353,Witte Kat brug,male
5354,Witte Klok,male
5355,Wittenburger gracht,null
5356,Wittenburger kade,null
5357,Wittgenstein laan,male
5358,Wodan straat,male
5359,Zeil brug,female
5360,Wognumer plantsoen,null
5361,Wognumer straat,null
5362,Wolbrantskerk weg,null
5363,Wolderwijd pad,null
5364,Wolfsmelk,null
5365,Wolter Brandligt straat,male
5366,Woltera Van Rees straat,null
5367,Wolven straat,male
5368,Word brug,male
5369,Wormerveer straat,null
5370,Woubrugge straat,null
5371,Woudrichem straat,null
5372,Woutertje Pieterse straat,null
5373,Wouwerman straat,null
5374,Wyandotte straat,null
5375,Zaagmolen straat,null
5376,Zaaiers weg,null
5377,Zaandammer plein,null
5378,Zeilmaker straat,null
5379,Zaan hof,male
5380,Zaan straat,male
5381,Zacharias Janse straat,male
5382,Zakslootje,null
5383,Zak steeg,male
5384,Zamenhof straat,male
5385,Zand brug,male
5386,Zanddwars straat,null
5387,Zandhoek,null
5388,Zandhoeks brug,null
5389,Zand pad-Driemond,male
5390,Zand straat,male
5391,Zandstrooier straat,null
5392,Zandvoort straat,null
5393,Zaventem weg,null
5394,Zebra brug,female
5395,Zeeberg weg,null
5396,Zeebrugge plein,null
5397,Zeeburger dijk,null
5398,Zeeburger kade,null
5399,Zeeburger pad,null
5400,Zeeburger straat,null
5401,Zee dijk,female
5402,Zeemagazijn kade,null
5403,Zeevaart,null
5404,Zeevaart hof,null
5405,Zeil straat,female
5406,Zekering straat,null
5407,Zelzate straat,null
5408,Zenne hof,male
5409,Zeno straat,male
5410,Zesde Vogel straat,null
5411,Zichem plein,null
5412,Ziekentroostersgang,null
5413,Ziesenis kade,null
5414,Zilver berg,female
5415,Zilvermeeuw pad,null
5416,Zilverplevier straat,null
5417,Zilverschoon straat,null
5418,Zinnia laan,female
5419,Zloty laan,null
5420,Zocher straat,null
5421,Zomerdijk straat,null
5422,Zomer straat,male
5423,Zonhoven straat,null
5424,Zonnebeke,null
5425,Zonnehoeks pad,null
5426,Zonne hof,female
5427,Zonne plein,female
5428,Zonne weg,female
5429,Zonzeel straat,null
5430,Zoom straat,male
5431,Zorgzaam,null
5432,Zout berg,male
5433,Zouthaven brug,female
5434,Zoutkeets brug,null
5435,Zoutkeets gracht,null
5436,Zoutkeets plein,null
5437,Zoutman brug,null
5438,Zout steeg,male
5439,Zuid-Beveland straat,male
5440,Zuid-Holland straat,male
5441,Zuideinde,null
5442,Zuidelijke Wandel weg,null
5443,Zuivel plein,null
5444,Zunderdorper gouw,null
5445,Zuider Ij dijk,male
5446,Zuideraker weg,null
5447,Zuiderkerk hof,null
5448,Zuidermolen weg,null
5449,Zuiderzee park,null
5450,Zuidewijn,null
5451,Zuidgors straat,null
5452,Zuidoost,null
5453,Zuid plein,male
5454,Zuidwest,null
5455,Zus Braun straat,female
5456,Zutendaal straat,null
5457,Zwaag straat,null
5458,Zwaardemaker straat,null
5459,Zwaluw laan,null
5460,Zwaluw straat,null
5461,Zwanebloem laan,null
5462,Zwanenburgwal,null
5463,Zwanen plein,female
5464,Zwarte gouw,male
5465,Zwartehand steeg,null
5466,Zwartlaken steeg,null
5467,Zwenkgras straat,null
5468,ÖRe hof,null
